,actionNumber,teamId,scoreHome,scoreAway,description,actionType,subType,time,location,newPossession,possession,possessionCount
32,43,0,3,4,76ERS Rebound,Rebound,Normal Rebound,2030.0,h,False,PHI,13
33,44,1610612755,4,4,K. Martin Free Throw 2 of 2 (1 PTS),Free Throw,Free Throw 2 of 2,2030.0,h,False,PHI,13
34,45,1610612749,4,4,MISS Antetokounmpo 2' Cutting Finger Roll Layup Shot,Missed Shot,Cutting Finger Roll Layup Shot,2130.0,v,True,MIL,14
35,46,1610612755,4,4,K. Martin REBOUND (Off:0 Def:1),Rebound,Unknown,2150.0,h,True,PHI,15
36,47,1610612755,4,4,MISS K. Martin 2' Driving Hook Shot,Missed Shot,Driving Hook Shot,2220.0,h,False,PHI,15
37,48,1610612755,4,4,Drummond REBOUND (Off:2 Def:2),Rebound,Unknown,2240.0,h,False,PHI,15
38,49,1610612755,6,4,Drummond Tip Layup Shot (2 PTS),Made Shot,Tip Layup Shot,2280.0,h,False,PHI,15
39,50,1610612749,6,4,MISS Lillard 25' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,2380.0,v,True,MIL,16
40,51,1610612755,6,4,Drummond REBOUND (Off:2 Def:3),Rebound,Unknown,2400.0,h,True,PHI,17
41,52,1610612755,6,4,MISS Maxey 2' Driving Layup,Missed Shot,Driving Layup Shot,2470.0,h,False,PHI,17
42,53,1610612755,6,4,K. Martin REBOUND (Off:1 Def:1),Rebound,Unknown,2480.0,h,False,PHI,17
43,54,1610612755,8,4,K. Martin Tip Layup Shot (3 PTS),Made Shot,Tip Layup Shot,2490.0,h,False,PHI,17
44,55,1610612755,8,4,K. Martin P.FOUL (P2.T3) (B.Forte),Foul,Personal,2610.0,h,True,MIL,18
45,57,1610612755,8,4,SUB: C. Martin FOR K. Martin,Substitution,,2610.0,h,False,MIL,18
46,59,1610612749,8,4,MISS Lopez 27' 3PT Jump Shot,Missed Shot,Jump Shot,2690.0,v,False,MIL,18
47,60,1610612755,8,4,Maxey REBOUND (Off:0 Def:2),Rebound,Unknown,2730.0,h,True,PHI,19
48,61,1610612755,8,4,MISS Gordon 2' Driving Layup,Missed Shot,Driving Layup Shot,2800.0,h,False,PHI,19
49,61,1610612749,8,4,Lopez BLOCK (2 BLK),,,2800.0,v,False,PHI,19
50,63,1610612749,8,4,Antetokounmpo REBOUND (Off:0 Def:4),Rebound,Unknown,2830.0,v,True,MIL,20
51,64,1610612755,8,4,Drummond S.FOUL (P1.T4) (S.Foster),Foul,Shooting,2840.0,h,False,MIL,20
52,66,1610612749,8,5,Lillard Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,2840.0,v,False,MIL,20
53,67,1610612749,8,6,Lillard Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,2840.0,v,False,MIL,20
54,68,1610612755,8,6,MISS Oubre Jr. 26' 3PT Jump Shot,Missed Shot,Jump Shot,2950.0,h,True,PHI,21
55,69,1610612755,8,6,C. Martin REBOUND (Off:1 Def:0),Rebound,Unknown,2980.0,h,False,PHI,21
56,70,1610612755,10,6,Oubre Jr. 2' Cutting Layup Shot (2 PTS) (C. Martin 1 AST),Made Shot,Cutting Layup Shot,3000.0,h,False,PHI,21
57,72,1610612749,10,8,Lillard 7' Step Back Bank Jump Shot (4 PTS),Made Shot,Step Back Bank Jump Shot,3120.0,v,True,MIL,22
58,73,1610612755,10,8,MISS Maxey 5' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,3240.0,h,True,PHI,23
59,74,1610612749,10,8,Antetokounmpo REBOUND (Off:0 Def:5),Rebound,Unknown,3260.0,v,True,MIL,24
60,75,1610612749,10,10,Antetokounmpo 17' Pullup Jump Shot (6 PTS),Made Shot,Pullup Jump shot,3370.0,v,False,MIL,24
61,76,0,10,10,76ERS Timeout: Regular (Full 1 Short 0),Timeout,Regular,3480.0,h,True,PHI,25
62,78,1610612755,10,10,SUB: Yabusele FOR Oubre Jr.,Substitution,,3480.0,h,False,PHI,25
63,79,1610612749,10,10,SUB: Portis FOR Antetokounmpo,Substitution,,3480.0,v,False,PHI,25
64,82,1610612755,12,10,Maxey 7' Driving Floating Jump Shot (5 PTS),Made Shot,Driving Floating Jump Shot,3690.0,h,False,PHI,25
65,83,1610612749,12,10,MISS Portis 8' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,3880.0,v,True,MIL,26
66,84,1610612755,12,10,Drummond REBOUND (Off:2 Def:4),Rebound,Unknown,3910.0,h,True,PHI,27
67,85,1610612755,12,10,MISS Maxey 25' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,4020.0,h,False,PHI,27
68,86,1610612749,12,10,Prince REBOUND (Off:0 Def:1),Rebound,Unknown,4060.0,v,True,MIL,28
69,87,1610612749,12,12,Portis 1' Layup (2 PTS) (Prince 2 AST),Made Shot,Layup Shot,4130.0,v,False,MIL,28
70,89,1610612755,12,12,MISS C. Martin 21' Pullup Jump Shot,Missed Shot,Pullup Jump shot,4310.0,h,True,PHI,29
71,90,1610612755,12,12,Drummond REBOUND (Off:3 Def:4),Rebound,Unknown,4330.0,h,False,PHI,29
72,114,1610612755,12,12,MISS Drummond 1' Tip Layup Shot,Missed Shot,Tip Layup Shot,4340.0,h,False,PHI,29
73,115,1610612749,12,12,Lopez REBOUND (Off:0 Def:2),Rebound,Unknown,4350.0,v,True,MIL,30
74,91,1610612749,12,12,MISS Lillard 27' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,4480.0,v,False,MIL,30
75,92,1610612755,12,12,C. Martin REBOUND (Off:1 Def:1),Rebound,Unknown,4510.0,h,True,PHI,31
76,93,1610612755,15,12,Yabusele 3PT Jump Shot (3 PTS) (C. Martin 2 AST),Made Shot,Jump Shot,4670.0,h,False,PHI,31
77,96,1610612749,15,12,Portis Offensive Goaltending Turnover (P1.T2),Turnover,Offensive Goaltending,4940.0,v,True,MIL,32
78,97,1610612755,15,12,SUB: Lowry FOR Drummond,Substitution,,4940.0,h,True,PHI,33
79,98,1610612755,15,12,SUB: Oubre Jr. FOR Gordon,Substitution,,4940.0,h,False,PHI,33
80,99,1610612749,15,12,SUB: Connaughton FOR Prince,Substitution,,4940.0,v,False,PHI,33
81,104,1610612755,17,12,C. Martin 21' Step Back Jump Shot (2 PTS),Made Shot,Step Back Jump shot,5150.0,h,False,PHI,33
82,105,1610612749,17,12,MISS Lopez 3' Hook Shot,Missed Shot,Hook Shot,5300.0,v,True,MIL,34
83,106,1610612749,17,12,Portis REBOUND (Off:1 Def:0),Rebound,Unknown,5320.0,v,False,MIL,34
84,107,1610612749,17,14,Portis 2' Layup (4 PTS),Made Shot,Layup Shot,5350.0,v,False,MIL,34
85,108,1610612755,17,14,MISS Maxey 1' Driving Layup,Missed Shot,Driving Layup Shot,5470.0,h,True,PHI,35
86,109,1610612749,17,14,Portis REBOUND (Off:1 Def:1),Rebound,Unknown,5490.0,v,True,MIL,36
87,110,1610612749,17,14,Portis Lost Ball Turnover (P2.T3),Turnover,Lost Ball,5500.0,v,False,MIL,36
88,112,1610612749,17,14,Portis L.B.FOUL (P1.T3) (S.Foster),Foul,Loose Ball,5510.0,v,True,PHI,37
89,116,0,17,14,Bucks Timeout: Regular (Reg.1 Short 0),Timeout,Regular,5510.0,v,False,PHI,37
90,117,1610612749,17,14,SUB: Antetokounmpo FOR Lopez,Substitution,,5510.0,v,False,PHI,37
91,119,1610612755,17,14,MISS C. Martin 16' Pullup Jump Shot,Missed Shot,Pullup Jump shot,5570.0,h,False,PHI,37
92,120,1610612755,17,14,Yabusele REBOUND (Off:1 Def:0),Rebound,Unknown,5590.0,h,False,PHI,37
93,121,1610612755,17,14,MISS Yabusele 5' Driving Layup,Missed Shot,Driving Layup Shot,5600.0,h,False,PHI,37
94,122,1610612749,17,14,Connaughton REBOUND (Off:0 Def:1),Rebound,Unknown,5620.0,v,True,MIL,38
95,123,1610612749,17,16,Portis 1' Driving Layup (6 PTS) (Antetokounmpo 1 AST),Made Shot,Driving Layup Shot,5770.0,v,False,MIL,38
96,125,1610612755,17,16,MISS Maxey 28' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,5880.0,h,True,PHI,39
97,126,1610612749,17,16,Connaughton REBOUND (Off:0 Def:2),Rebound,Unknown,5930.0,v,True,MIL,40
98,129,1610612749,17,16,MISS Lillard 5' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,6040.0,v,False,MIL,40
99,129,1610612755,17,16,Maxey BLOCK (1 BLK),,,6040.0,h,False,MIL,40
100,131,1610612749,17,16,Antetokounmpo REBOUND (Off:1 Def:5),Rebound,Unknown,6050.0,v,False,MIL,40
101,132,1610612749,17,19,Portis 3PT Jump Shot (9 PTS) (Antetokounmpo 2 AST),Made Shot,Jump Shot,6060.0,v,False,MIL,40
102,134,1610612755,17,19,MISS Oubre Jr. 8' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,6290.0,h,True,PHI,41
103,135,1610612749,17,19,Antetokounmpo REBOUND (Off:1 Def:6),Rebound,Unknown,6320.0,v,True,MIL,42
104,136,1610612755,17,19,Oubre Jr. S.FOUL (P2.PN) (S.Foster),Foul,Shooting,6360.0,h,False,MIL,42
105,138,1610612749,17,19,MISS Antetokounmpo Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,6360.0,v,False,MIL,42
106,139,0,17,19,Bucks Rebound,Rebound,Normal Rebound,6360.0,v,False,MIL,42
107,140,1610612755,17,19,SUB: Gordon FOR Maxey,Substitution,,6360.0,h,False,MIL,42
108,141,1610612749,17,19,SUB: Wright FOR Lillard,Substitution,,6360.0,v,False,MIL,42
109,144,1610612749,17,19,MISS Antetokounmpo Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,6360.0,v,False,MIL,42
110,145,1610612755,17,19,Yabusele REBOUND (Off:1 Def:1),Rebound,Unknown,6400.0,h,True,PHI,43
111,146,1610612755,19,19,Lowry 21' Pullup Jump Shot (2 PTS) (Yabusele 1 AST),Made Shot,Pullup Jump shot,6600.0,h,False,PHI,43
112,149,1610612749,19,19,SUB: Green FOR Trent Jr.,Substitution,,6727.0,v,True,MIL,44
113,151,1610612749,19,21,Antetokounmpo 1' Driving Layup (8 PTS),Made Shot,Driving Layup Shot,6764.0,v,False,MIL,44
114,152,1610612755,19,21,Yabusele S.FOUL (P1.PN) (M.Kogut),Foul,Shooting,6764.0,h,False,MIL,44
115,154,1610612749,19,22,Antetokounmpo Free Throw 1 of 1 (9 PTS),Free Throw,Free Throw 1 of 1,6764.0,v,False,MIL,44
116,155,1610612755,21,22,Yabusele 1' Cutting Layup Shot (5 PTS) (Gordon 1 AST),Made Shot,Cutting Layup Shot,6889.0,h,True,PHI,45
117,157,1610612749,21,22,MISS Connaughton 24' 3PT Jump Shot,Missed Shot,Jump Shot,6955.0,v,True,MIL,46
118,158,1610612755,21,22,Lowry REBOUND (Off:0 Def:1),Rebound,Unknown,6985.0,h,True,PHI,47
119,159,1610612749,21,22,Antetokounmpo P.FOUL (P2.T4) (B.Forte),Foul,Personal,7144.0,v,False,PHI,47
120,161,1610612755,21,22,SUB: Maxey FOR C. Martin,Substitution,,7144.0,h,False,PHI,47
121,162,1610612749,21,22,SUB: Prince FOR Antetokounmpo,Substitution,,7144.0,v,False,PHI,47
122,165,1610612755,23,22,Maxey 2' Driving Finger Roll Layup (7 PTS),Made Shot,Driving Finger Roll Layup Shot,7198.0,h,False,PHI,47
123,166,0,23,22,Instant Replay1st Period (8:12 PM EST),Instant Replay,Support Ruling,7200.0,,True,MIL,48
124,167,0,23,22,End of 1st Period (8:13 PM EST),period,end,7200.0,,False,MIL,48
125,174,0,23,22,Start of 2nd Period (8:16 PM EST),period,start,7200.0,,True,MIL,49
126,176,1610612749,23,22,MISS Portis 14' Jump Shot,Missed Shot,Jump Shot,7390.0,v,False,MIL,49
127,177,1610612755,23,22,K. Martin REBOUND (Off:1 Def:2),Rebound,Unknown,7420.0,h,True,PHI,50
128,178,1610612755,23,22,MISS Lowry 6' Driving Floating Bank Jump Shot,Missed Shot,Driving Floating Bank Jump Shot,7460.0,h,False,PHI,50
129,179,0,23,22,76ERS Rebound,Rebound,Unknown,7460.0,h,False,PHI,50
130,180,1610612749,23,22,Connaughton L.B.FOUL (P1.T1) (M.Kogut),Foul,Loose Ball,7460.0,v,False,PHI,50
131,182,1610612755,23,22,Yabusele OFF.Foul (P2) (B.Forte),Foul,Offensive,7510.0,h,False,PHI,50
132,184,1610612755,23,22,Yabusele Offensive Foul Turnover (P1.T1),Turnover,Offensive Foul Turnover,7510.0,h,False,PHI,50
133,185,1610612749,23,22,MISS Wright 26' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,7660.0,v,True,MIL,51
134,186,1610612755,23,22,Yabusele REBOUND (Off:1 Def:2),Rebound,Unknown,7680.0,h,True,PHI,52
135,187,1610612755,25,22,Oubre Jr. 6' Driving Floating Jump Shot (4 PTS) (Yabusele 2 AST),Made Shot,Driving Floating Jump Shot,7780.0,h,False,PHI,52
136,190,1610612749,25,24,Portis 20' Jump Shot (11 PTS) (Green 1 AST),Made Shot,Jump Shot,8030.0,v,True,MIL,53
137,192,1610612755,25,24,MISS Yabusele 26' 3PT Jump Shot,Missed Shot,Jump Shot,8240.0,h,True,PHI,54
138,193,1610612749,25,24,Antetokounmpo REBOUND (Off:1 Def:7),Rebound,Unknown,8260.0,v,True,MIL,55
139,194,1610612749,25,27,Connaughton 26' 3PT Jump Shot (3 PTS) (Antetokounmpo 3 AST),Made Shot,Jump Shot,8360.0,v,False,MIL,55
140,196,1610612755,27,27,Oubre Jr. 4' Driving Floating Jump Shot (6 PTS),Made Shot,Driving Floating Jump Shot,8610.0,h,True,PHI,56
141,197,1610612749,27,29,Connaughton 5' Driving Layup (5 PTS) (Antetokounmpo 4 AST),Made Shot,Driving Layup Shot,8850.0,v,True,MIL,57
142,199,1610612755,27,29,Yabusele Bad Pass Turnover (P2.T2),Turnover,Bad Pass,9110.0,h,True,PHI,58
143,199,1610612749,27,29,Green STEAL (1 STL),,,9110.0,v,True,MIL,59
144,201,1610612749,27,31,Antetokounmpo 1' Running Dunk (11 PTS) (Connaughton 1 AST),Made Shot,Running Dunk Shot,9170.0,v,False,MIL,59
145,203,0,27,31,76ERS Timeout: Regular (Full 2 Short 0),Timeout,Regular,9170.0,h,True,PHI,60
146,204,1610612755,27,31,SUB: Maxey FOR Lowry,Substitution,,9170.0,h,False,PHI,60
147,205,1610612755,27,31,SUB: Gordon FOR Oubre Jr.,Substitution,,9170.0,h,False,PHI,60
148,206,1610612755,27,31,SUB: Drummond FOR Yabusele,Substitution,,9170.0,h,False,PHI,60
149,207,1610612749,27,31,SUB: Trent Jr. FOR Green,Substitution,,9170.0,v,False,PHI,60
150,212,1610612755,29,31,Maxey 8' Driving Floating Jump Shot (9 PTS),Made Shot,Driving Floating Jump Shot,9350.0,h,False,PHI,60
151,213,1610612749,29,31,MISS Connaughton 2' Cutting Layup Shot,Missed Shot,Cutting Layup Shot,9510.0,v,True,MIL,61
152,214,1610612755,29,31,Drummond REBOUND (Off:3 Def:5),Rebound,Unknown,9530.0,h,True,PHI,62
153,215,1610612755,31,31,Maxey 12' Fadeaway Jumper (11 PTS),Made Shot,Fadeaway Jump Shot,9620.0,h,False,PHI,62
154,216,1610612755,31,31,Gordon P.FOUL (P1.T1) (S.Foster),Foul,Personal,9750.0,h,True,MIL,63
155,218,1610612749,31,31,SUB: Lillard FOR Antetokounmpo,Substitution,,9750.0,v,False,MIL,63
156,219,1610612749,31,31,SUB: Lopez FOR Wright,Substitution,,9750.0,v,False,MIL,63
157,222,1610612749,31,33,Connaughton 2' Cutting Dunk Shot (7 PTS) (Portis 1 AST),Made Shot,Cutting Dunk Shot,9790.0,v,False,MIL,63
158,224,1610612755,31,33,MISS Maxey 28' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,9900.0,h,True,PHI,64
159,225,1610612755,31,33,C. Martin REBOUND (Off:2 Def:1),Rebound,Unknown,9930.0,h,False,PHI,64
160,226,1610612755,31,33,MISS Gordon 29' 3PT Jump Shot,Missed Shot,Jump Shot,10000.0,h,False,PHI,64
161,227,1610612749,31,33,Lillard REBOUND (Off:0 Def:2),Rebound,Unknown,10030.0,v,True,MIL,65
162,228,1610612749,31,33,MISS Portis 3' Reverse Layup,Missed Shot,Reverse Layup Shot,10110.0,v,False,MIL,65
163,229,1610612755,31,33,Maxey REBOUND (Off:0 Def:3),Rebound,Unknown,10130.0,h,True,PHI,66
164,230,1610612755,31,33,MISS Gordon 2' Running Finger Roll Layup,Missed Shot,Running Finger Roll Layup Shot,10160.0,h,False,PHI,66
165,230,1610612749,31,33,Connaughton BLOCK (1 BLK),,,10160.0,v,False,PHI,66
166,231,1610612749,31,33,Trent Jr. REBOUND (Off:0 Def:1),Rebound,Unknown,10160.0,v,True,MIL,67
167,232,1610612749,31,33,MISS Trent Jr. 27' 3PT Running Pull-Up Jump Shot,Missed Shot,Running Pull-Up Jump Shot,10230.0,v,False,MIL,67
168,233,1610612755,31,33,Drummond REBOUND (Off:3 Def:6),Rebound,Unknown,10230.0,h,True,PHI,68
169,234,1610612755,31,33,MISS Maxey Running Layup,Missed Shot,Running Layup Shot,10330.0,h,False,PHI,68
170,235,1610612749,31,33,Lillard REBOUND (Off:0 Def:3),Rebound,Unknown,10360.0,v,True,MIL,69
171,238,1610612749,31,33,MISS Lopez 27' 3PT Jump Shot,Missed Shot,Jump Shot,10440.0,v,False,MIL,69
172,239,1610612755,31,33,C. Martin REBOUND (Off:2 Def:2),Rebound,Unknown,10470.0,h,True,PHI,70
173,240,1610612755,33,33,Gordon 1' Driving Layup (2 PTS),Made Shot,Driving Layup Shot,10550.0,h,False,PHI,70
174,241,1610612749,33,36,Lillard 3PT Pullup Jump Shot (7 PTS),Made Shot,Pullup Jump shot,10730.0,v,True,MIL,71
175,243,1610612755,35,36,C. Martin 12' Driving Floating Jump Shot (4 PTS),Made Shot,Driving Floating Jump Shot,10820.0,h,True,PHI,72
176,244,1610612749,35,36,Lopez OFF.Foul (P1) (M.Kogut),Foul,Offensive,10940.0,v,True,MIL,73
177,246,1610612749,35,36,Lopez Offensive Foul Turnover (P1.T4),Turnover,Offensive Foul Turnover,10940.0,v,False,MIL,73
178,247,1610612755,35,36,SUB: Oubre Jr. FOR C. Martin,Substitution,,10940.0,h,True,PHI,74
179,248,1610612749,35,36,SUB: Prince FOR Connaughton,Substitution,,10940.0,v,False,PHI,74
180,251,1610612755,35,36,MISS Maxey Driving Layup,Missed Shot,Driving Layup Shot,11090.0,h,False,PHI,74
181,251,1610612749,35,36,Lopez BLOCK (3 BLK),,,11090.0,v,False,PHI,74
182,253,1610612755,35,36,K. Martin REBOUND (Off:2 Def:2),Rebound,Unknown,11120.0,h,False,PHI,74
183,254,1610612755,35,36,MISS K. Martin 3' Hook Shot,Missed Shot,Hook Shot,11130.0,h,False,PHI,74
184,255,1610612749,35,36,Prince REBOUND (Off:0 Def:2),Rebound,Unknown,11150.0,v,True,MIL,75
185,256,1610612749,35,36,MISS Lillard 3' Driving Finger Roll Layup,Missed Shot,Driving Finger Roll Layup Shot,11310.0,v,False,MIL,75
186,257,1610612749,35,36,Lillard REBOUND (Off:1 Def:3),Rebound,Unknown,11310.0,v,False,MIL,75
187,258,1610612749,35,36,MISS Lillard Tip Layup Shot,Missed Shot,Tip Layup Shot,11310.0,v,False,MIL,75
188,259,1610612749,35,36,Lillard REBOUND (Off:2 Def:3),Rebound,Unknown,11310.0,v,False,MIL,75
189,260,1610612755,35,36,Oubre Jr. P.FOUL (P3.T2) (B.Forte),Foul,Personal,11310.0,h,False,MIL,75
190,262,1610612749,35,38,Trent Jr. 2' Cutting Layup Shot (2 PTS) (Portis 2 AST),Made Shot,Cutting Layup Shot,11350.0,v,False,MIL,75
191,264,1610612755,35,38,Maxey S.FOUL (P1.T3) (S.Foster),Foul,Shooting,11350.0,h,False,MIL,75
192,266,1610612749,35,39,Trent Jr. Free Throw 1 of 1 (3 PTS),Free Throw,Free Throw 1 of 1,11350.0,v,False,MIL,75
193,267,1610612755,37,39,Oubre Jr. 5' Driving Floating Jump Shot (8 PTS),Made Shot,Driving Floating Jump Shot,11520.0,h,True,PHI,76
194,268,1610612749,37,41,Lillard 1' Driving Reverse Layup (9 PTS),Made Shot,Driving Reverse Layup Shot,11640.0,v,True,MIL,77
195,269,1610612755,37,41,MISS Oubre Jr. 26' 3PT Jump Shot,Missed Shot,Jump Shot,11730.0,h,True,PHI,78
196,270,1610612755,37,41,Oubre Jr. REBOUND (Off:1 Def:0),Rebound,Unknown,11760.0,h,False,PHI,78
197,271,1610612755,37,41,MISS Oubre Jr. 2' Driving Layup,Missed Shot,Driving Layup Shot,11780.0,h,False,PHI,78
198,271,1610612749,37,41,Portis BLOCK (1 BLK),,,11780.0,v,False,PHI,78
199,272,1610612749,37,41,Portis REBOUND (Off:1 Def:2),Rebound,Unknown,11780.0,v,True,MIL,79
200,273,1610612749,37,43,Prince 2' Layup (2 PTS) (Portis 3 AST),Made Shot,Layup Shot,11900.0,v,False,MIL,79
201,275,1610612755,37,43,Oubre Jr. Bad Pass Turnover (P1.T3),Turnover,Bad Pass,12050.0,h,True,PHI,80
202,275,1610612749,37,43,Portis STEAL (1 STL),,,12050.0,v,True,MIL,81
203,277,1610612749,37,45,Portis 2' Running Layup (13 PTS),Made Shot,Running Layup Shot,12070.0,v,False,MIL,81
204,278,0,37,45,76ERS Timeout: Regular (Full 3 Short 0),Timeout,Regular,12070.0,h,True,PHI,82
205,280,1610612755,37,45,SUB: C. Martin FOR K. Martin,Substitution,,12070.0,h,False,PHI,82
206,281,1610612755,37,45,SUB: Yabusele FOR Gordon,Substitution,,12070.0,h,False,PHI,82
207,282,1610612755,37,45,SUB: Lowry FOR Oubre Jr.,Substitution,,12070.0,h,False,PHI,82
208,286,1610612755,37,45,MISS Drummond 1' Alley Oop Layup,Missed Shot,Alley Oop Layup shot,12260.0,h,False,PHI,82
209,287,1610612749,37,45,Prince REBOUND (Off:0 Def:3),Rebound,Unknown,12280.0,v,True,MIL,83
210,288,1610612749,37,48,Prince 25' 3PT Jump Shot (5 PTS) (Lillard 1 AST),Made Shot,Jump Shot,12350.0,v,False,MIL,83
211,290,1610612755,39,48,Maxey 9' Driving Floating Jump Shot (13 PTS) (Lowry 1 AST),Made Shot,Driving Floating Jump Shot,12550.0,h,True,PHI,84
212,292,1610612749,39,51,Prince 3PT Jump Shot (8 PTS) (Lopez 1 AST),Made Shot,Jump Shot,12710.0,v,True,MIL,85
213,294,1610612755,42,51,Lowry 24' 3PT Jump Shot (5 PTS) (Maxey 1 AST),Made Shot,Jump Shot,12840.0,h,True,PHI,86
214,296,1610612749,42,54,Lillard 26' 3PT Pullup Jump Shot (12 PTS),Made Shot,Pullup Jump shot,12950.0,v,True,MIL,87
215,297,1610612755,42,54,MISS Maxey 25' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,13060.0,h,True,PHI,88
216,298,1610612749,42,54,Lopez REBOUND (Off:0 Def:3),Rebound,Unknown,13080.0,v,True,MIL,89
217,299,1610612755,42,54,C. Martin P.FOUL (P1.T4) (S.Foster),Foul,Personal,13130.0,h,False,MIL,89
218,301,1610612749,42,54,SUB: Antetokounmpo FOR Portis,Substitution,,13130.0,v,False,MIL,89
219,303,1610612749,42,54,MISS Lopez 27' 3PT Jump Shot,Missed Shot,Jump Shot,13190.0,v,False,MIL,89
